chamber,date,time,ventilation,heating_value
3,2023-08-19,02:00:00,1.88,839.86
3,2023-08-19,03:00:00,1.88,839.86
3,2023-08-19,04:00:00,1.88,839.86
3,2023-08-19,05:00:00,1.88,839.86
3,2023-08-19,06:00:00,1.88,839.86
3,2023-08-19,07:00:00,1.88,839.86
3,2023-08-19,08:00:00,1.88,839.86
3,2023-08-19,09:00:00,1.88,839.86
3,2023-08-19,10:00:00,1.88,839.86
3,2023-08-19,11:00:00,1.88,839.86
3,2023-08-19,12:00:00,1.88,839.86
3,2023-08-19,13:00:00,1.88,839.86
3,2023-08-19,14:00:00,1.88,839.86
3,2023-08-19,15:00:00,1.88,839.86
3,2023-08-19,16:00:00,1.88,839.86
3,2023-08-19,17:00:00,1.88,839.86
3,2023-08-19,18:00:00,1.88,839.86
3,2023-08-19,19:00:00,1.88,839.86
3,2023-08-19,20:00:00,1.88,839.86
3,2023-08-19,21:00:00,1.88,839.86
3,2023-08-19,22:00:00,1.88,839.86
3,2023-08-19,23:00:00,1.88,839.86
3,2023-08-20,00:00:00,2.63,762.68
3,2023-08-20,01:00:00,2.63,762.68
3,2023-08-20,02:00:00,2.63,762.68
3,2023-08-20,03:00:00,2.63,762.68
3,2023-08-20,04:00:00,2.63,762.68
3,2023-08-20,05:00:00,2.63,762.68
3,2023-08-20,06:00:00,2.63,762.68
3,2023-08-20,07:00:00,2.63,762.68
3,2023-08-20,08:00:00,2.63,762.68
3,2023-08-20,09:00:00,2.63,762.68
3,2023-08-20,10:00:00,2.63,762.68
3,2023-08-20,11:00:00,2.63,762.68
3,2023-08-20,12:00:00,2.63,762.68
3,2023-08-20,13:00:00,2.63,762.68
3,2023-08-20,14:00:00,2.63,762.68
3,2023-08-20,15:00:00,2.63,762.68
3,2023-08-20,16:00:00,2.63,762.68
3,2023-08-20,17:00:00,2.63,762.68
3,2023-08-20,18:00:00,2.63,762.68
3,2023-08-20,19:00:00,2.63,762.68
3,2023-08-20,20:00:00,2.63,762.68
3,2023-08-20,21:00:00,2.63,762.68
3,2023-08-20,22:00:00,2.63,762.68
3,2023-08-20,23:00:00,2.63,762.68
3,2023-08-22,00:00:00,1.51,839.86
3,2023-08-22,01:00:00,1.51,839.86
3,2023-08-22,02:00:00,1.51,839.86
3,2023-08-22,03:00:00,1.51,839.86
3,2023-08-22,04:00:00,1.51,839.86
3,2023-08-22,05:00:00,1.51,839.86
3,2023-08-22,06:00:00,1.51,839.86
3,2023-08-22,07:00:00,1.51,839.86
3,2023-08-22,08:00:00,1.51,839.86
3,2023-08-22,09:00:00,1.51,839.86
3,2023-08-22,10:00:00,1.51,839.86
3,2023-08-22,11:00:00,1.51,839.86
3,2023-08-22,12:00:00,1.51,839.86
3,2023-08-22,13:00:00,1.51,839.86
3,2023-08-22,14:00:00,1.51,839.86
3,2023-08-22,15:00:00,1.51,839.86
3,2023-08-22,16:00:00,1.51,839.86
3,2023-08-22,17:00:00,1.51,839.86
3,2023-08-22,18:00:00,1.51,839.86
3,2023-08-22,19:00:00,1.51,839.86
3,2023-08-22,20:00:00,1.51,839.86
3,2023-08-22,21:00:00,1.51,839.86
3,2023-08-22,22:00:00,1.51,839.86
3,2023-08-22,23:00:00,1.51,839.86
3,2023-08-23,00:00:00,1.91,864.99
3,2023-08-23,01:00:00,1.91,864.99
3,2023-08-23,02:00:00,1.91,864.99
3,2023-08-23,03:00:00,1.91,864.99
3,2023-08-23,04:00:00,1.91,864.99
3,2023-08-23,05:00:00,1.91,864.99
3,2023-08-23,06:00:00,1.91,864.99
3,2023-08-23,07:00:00,1.91,864.99
3,2023-08-23,08:00:00,1.91,864.99
3,2023-08-23,09:00:00,1.91,864.99
3,2023-08-23,10:00:00,1.91,864.99
3,2023-08-23,11:00:00,1.91,864.99
3,2023-08-23,12:00:00,1.91,864.99
3,2023-08-23,13:00:00,1.91,864.99
3,2023-08-23,14:00:00,1.91,864.99
3,2023-08-23,15:00:00,1.91,864.99
3,2023-08-23,16:00:00,1.91,864.99
3,2023-08-23,17:00:00,1.91,864.99
3,2023-08-23,18:00:00,1.91,864.99
3,2023-08-23,19:00:00,1.91,864.99
3,2023-08-23,20:00:00,1.91,864.99
3,2023-08-23,21:00:00,1.91,864.99
3,2023-08-23,22:00:00,1.91,864.99
3,2023-08-23,23:00:00,1.91,864.99
3,2023-08-23,00:00:00,1.91,1228.58
3,2023-08-23,01:00:00,1.91,1228.58
3,2023-08-23,02:00:00,1.91,1228.58
3,2023-08-23,03:00:00,1.91,1228.58
3,2023-08-23,04:00:00,1.91,1228.58
3,2023-08-23,05:00:00,1.91,1228.58
3,2023-08-23,06:00:00,1.91,1228.58
3,2023-08-23,07:00:00,1.91,1228.58
3,2023-08-23,08:00:00,1.91,1228.58
3,2023-08-23,09:00:00,1.91,1228.58
3,2023-08-23,10:00:00,1.91,1228.58
3,2023-08-23,11:00:00,1.91,1228.58
3,2023-08-23,12:00:00,1.91,1228.58
3,2023-08-23,13:00:00,1.91,1228.58
3,2023-08-23,14:00:00,1.91,1228.58
3,2023-08-23,15:00:00,1.91,1228.58
3,2023-08-23,16:00:00,1.91,1228.58
3,2023-08-23,17:00:00,1.91,1228.58
3,2023-08-23,18:00:00,1.91,1228.58
3,2023-08-23,19:00:00,1.91,1228.58
3,2023-08-23,20:00:00,1.91,1228.58
3,2023-08-23,21:00:00,1.91,1228.58
3,2023-08-23,22:00:00,1.91,1228.58
3,2023-08-23,23:00:00,1.91,1228.58
3,2023-08-24,00:00:00,2.18,818.73
3,2023-08-24,01:00:00,2.18,818.73
3,2023-08-24,02:00:00,2.18,818.73
3,2023-08-24,03:00:00,2.18,818.73
3,2023-08-24,04:00:00,2.18,818.73
3,2023-08-24,05:00:00,2.18,818.73
3,2023-08-24,06:00:00,2.18,818.73
3,2023-08-24,07:00:00,2.18,818.73
3,2023-08-24,08:00:00,2.18,818.73
3,2023-08-24,09:00:00,2.18,818.73
3,2023-08-24,10:00:00,2.18,818.73
3,2023-08-24,11:00:00,2.18,818.73
3,2023-08-24,12:00:00,2.18,818.73
3,2023-08-24,13:00:00,2.18,818.73
3,2023-08-24,14:00:00,2.18,818.73
3,2023-08-24,15:00:00,2.18,818.73
3,2023-08-24,16:00:00,2.18,818.73
3,2023-08-24,17:00:00,2.18,818.73
3,2023-08-24,18:00:00,2.18,818.73
3,2023-08-24,19:00:00,2.18,818.73
3,2023-08-24,20:00:00,2.18,818.73
3,2023-08-24,21:00:00,2.18,818.73
3,2023-08-24,22:00:00,2.18,818.73
3,2023-08-24,23:00:00,2.18,818.73
3,2023-08-24,00:00:00,2.18,1067.75
3,2023-08-24,01:00:00,2.18,1067.75
3,2023-08-24,02:00:00,2.18,1067.75
3,2023-08-24,03:00:00,2.18,1067.75
3,2023-08-24,04:00:00,2.18,1067.75
3,2023-08-24,05:00:00,2.18,1067.75
3,2023-08-24,06:00:00,2.18,1067.75
3,2023-08-24,07:00:00,2.18,1067.75
3,2023-08-24,08:00:00,2.18,1067.75
3,2023-08-24,09:00:00,2.18,1067.75
3,2023-08-24,10:00:00,2.18,1067.75
3,2023-08-24,11:00:00,2.18,1067.75
3,2023-08-24,12:00:00,2.18,1067.75
3,2023-08-24,13:00:00,2.18,1067.75
3,2023-08-24,14:00:00,2.18,1067.75
3,2023-08-24,15:00:00,2.18,1067.75
3,2023-08-24,16:00:00,2.18,1067.75
3,2023-08-24,17:00:00,2.18,1067.75
3,2023-08-24,18:00:00,2.18,1067.75
3,2023-08-24,19:00:00,2.18,1067.75
3,2023-08-24,20:00:00,2.18,1067.75
3,2023-08-24,21:00:00,2.18,1067.75
3,2023-08-24,22:00:00,2.18,1067.75
3,2023-08-24,23:00:00,2.18,1067.75
3,2023-08-28,00:00:00,2,801.18
3,2023-08-28,01:00:00,2,801.18
3,2023-08-28,02:00:00,2,801.18
3,2023-08-28,03:00:00,2,801.18
3,2023-08-28,04:00:00,2,801.18
3,2023-08-28,05:00:00,2,801.18
3,2023-08-28,06:00:00,2,801.18
3,2023-08-28,07:00:00,2,801.18
3,2023-08-28,08:00:00,2,801.18
3,2023-08-28,09:00:00,2,801.18
3,2023-08-28,10:00:00,2,801.18
3,2023-08-28,11:00:00,2,801.18
3,2023-08-28,12:00:00,2,801.18
3,2023-08-28,13:00:00,2,801.18
3,2023-08-28,14:00:00,2,801.18
3,2023-08-28,15:00:00,2,801.18
3,2023-08-28,16:00:00,2,801.18
3,2023-08-28,17:00:00,2,801.18
3,2023-08-28,18:00:00,2,801.18
3,2023-08-28,19:00:00,2,801.18
3,2023-08-28,20:00:00,2,801.18
3,2023-08-28,21:00:00,2,801.18
3,2023-08-28,22:00:00,2,801.18
3,2023-08-28,23:00:00,2,801.18
3,2023-08-28,00:00:00,2,938.74
3,2023-08-28,01:00:00,2,938.74
3,2023-08-28,02:00:00,2,938.74
3,2023-08-28,03:00:00,2,938.74
3,2023-08-28,04:00:00,2,938.74
3,2023-08-28,05:00:00,2,938.74
3,2023-08-28,06:00:00,2,938.74
3,2023-08-28,07:00:00,2,938.74
3,2023-08-28,08:00:00,2,938.74
3,2023-08-28,09:00:00,2,938.74
3,2023-08-28,10:00:00,2,938.74
3,2023-08-28,11:00:00,2,938.74
3,2023-08-28,12:00:00,2,938.74
3,2023-08-28,13:00:00,2,938.74
3,2023-08-28,14:00:00,2,938.74
3,2023-08-28,15:00:00,2,938.74
3,2023-08-28,16:00:00,2,938.74
3,2023-08-28,17:00:00,2,938.74
3,2023-08-28,18:00:00,2,938.74
3,2023-08-28,19:00:00,2,938.74
3,2023-08-28,20:00:00,2,938.74
3,2023-08-28,21:00:00,2,938.74
3,2023-08-28,22:00:00,2,938.74
3,2023-08-28,23:00:00,2,938.74
3,2023-08-30,00:00:00,2.44,845.93
3,2023-08-30,01:00:00,2.44,845.93
3,2023-08-30,02:00:00,2.44,845.93
3,2023-08-30,03:00:00,2.44,845.93
3,2023-08-30,04:00:00,2.44,845.93
3,2023-08-30,05:00:00,2.44,845.93
3,2023-08-30,06:00:00,2.44,845.93
3,2023-08-30,07:00:00,2.44,845.93
3,2023-08-30,08:00:00,2.44,845.93
3,2023-08-30,09:00:00,2.44,845.93
3,2023-08-30,10:00:00,2.44,845.93
3,2023-08-30,11:00:00,2.44,845.93
3,2023-08-30,12:00:00,2.44,845.93
3,2023-08-30,13:00:00,2.44,845.93
3,2023-08-30,14:00:00,2.44,845.93
3,2023-08-30,15:00:00,2.44,845.93
3,2023-08-30,16:00:00,2.44,845.93
3,2023-08-30,17:00:00,2.44,845.93
3,2023-08-30,18:00:00,2.44,845.93
3,2023-08-30,19:00:00,2.44,845.93
3,2023-08-30,20:00:00,2.44,845.93
3,2023-08-30,21:00:00,2.44,845.93
3,2023-08-30,22:00:00,2.44,845.93
3,2023-08-30,23:00:00,2.44,845.93
3,2023-08-30,00:00:00,2.44,974.18
3,2023-08-30,01:00:00,2.44,974.18
3,2023-08-30,02:00:00,2.44,974.18
3,2023-08-30,03:00:00,2.44,974.18
3,2023-08-30,04:00:00,2.44,974.18
3,2023-08-30,05:00:00,2.44,974.18
3,2023-08-30,06:00:00,2.44,974.18
3,2023-08-30,07:00:00,2.44,974.18
3,2023-08-30,08:00:00,2.44,974.18
3,2023-08-30,09:00:00,2.44,974.18
3,2023-08-30,10:00:00,2.44,974.18
3,2023-08-30,11:00:00,2.44,974.18
3,2023-08-30,12:00:00,2.44,974.18
3,2023-08-30,13:00:00,2.44,974.18
3,2023-08-30,14:00:00,2.44,974.18
3,2023-08-30,15:00:00,2.44,974.18
3,2023-08-30,16:00:00,2.44,974.18
3,2023-08-30,17:00:00,2.44,974.18
3,2023-08-30,18:00:00,2.44,974.18
3,2023-08-30,19:00:00,2.44,974.18
3,2023-08-30,20:00:00,2.44,974.18
3,2023-08-30,21:00:00,2.44,974.18
3,2023-08-30,22:00:00,2.44,974.18
3,2023-08-30,23:00:00,2.44,974.18
3,2023-08-31,00:00:00,2.45,806.87
3,2023-08-31,01:00:00,2.45,806.87
3,2023-08-31,02:00:00,2.45,806.87
3,2023-08-31,03:00:00,2.45,806.87
3,2023-08-31,04:00:00,2.45,806.87
3,2023-08-31,05:00:00,2.45,806.87
3,2023-08-31,06:00:00,2.45,806.87
3,2023-08-31,07:00:00,2.45,806.87
3,2023-08-31,08:00:00,2.45,806.87
3,2023-08-31,09:00:00,2.45,806.87
3,2023-08-31,10:00:00,2.45,806.87
3,2023-08-31,11:00:00,2.45,806.87
3,2023-08-31,12:00:00,2.45,806.87
3,2023-08-31,13:00:00,2.45,806.87
3,2023-08-31,14:00:00,2.45,806.87
3,2023-08-31,15:00:00,2.45,806.87
3,2023-08-31,16:00:00,2.45,806.87
3,2023-08-31,17:00:00,2.45,806.87
3,2023-08-31,18:00:00,2.45,806.87
3,2023-08-31,19:00:00,2.45,806.87
3,2023-08-31,20:00:00,2.45,806.87
3,2023-08-31,21:00:00,2.45,806.87
3,2023-08-31,22:00:00,2.45,806.87
3,2023-08-31,23:00:00,2.45,806.87
3,2023-09-01,00:00:00,1.98,726.35
3,2023-09-01,01:00:00,1.98,726.35
3,2023-09-01,02:00:00,1.98,726.35
3,2023-09-01,03:00:00,1.98,726.35
3,2023-09-01,04:00:00,1.98,726.35
3,2023-09-01,05:00:00,1.98,726.35
3,2023-09-01,06:00:00,1.98,726.35
3,2023-09-01,07:00:00,1.98,726.35
3,2023-09-01,08:00:00,1.98,726.35
3,2023-09-01,09:00:00,1.98,726.35
3,2023-09-01,10:00:00,1.98,726.35
3,2023-09-01,11:00:00,1.98,726.35
3,2023-09-01,12:00:00,1.98,726.35
3,2023-09-01,13:00:00,1.98,726.35
3,2023-09-01,14:00:00,1.98,726.35
3,2023-09-01,15:00:00,1.98,726.35
3,2023-09-01,16:00:00,1.98,726.35
3,2023-09-01,17:00:00,1.98,726.35
3,2023-09-01,18:00:00,1.98,726.35
3,2023-09-01,19:00:00,1.98,726.35
3,2023-09-01,20:00:00,1.98,726.35
3,2023-09-01,21:00:00,1.98,726.35
3,2023-09-01,22:00:00,1.98,726.35
3,2023-09-01,23:00:00,1.98,726.35
3,2023-09-04,00:00:00,1.48,763.49
3,2023-09-04,01:00:00,1.48,763.49
3,2023-09-04,02:00:00,1.48,763.49
3,2023-09-04,03:00:00,1.48,763.49
3,2023-09-04,04:00:00,1.48,763.49
3,2023-09-04,05:00:00,1.48,763.49
3,2023-09-04,06:00:00,1.48,763.49
3,2023-09-04,07:00:00,1.48,763.49
3,2023-09-04,08:00:00,1.48,763.49
3,2023-09-04,09:00:00,1.48,763.49
3,2023-09-04,10:00:00,1.48,763.49
3,2023-09-04,11:00:00,1.48,763.49
3,2023-09-04,12:00:00,1.48,763.49
3,2023-09-04,13:00:00,1.48,763.49
3,2023-09-04,14:00:00,1.48,763.49
3,2023-09-04,15:00:00,1.48,763.49
3,2023-09-04,16:00:00,1.48,763.49
3,2023-09-04,17:00:00,1.48,763.49
3,2023-09-04,18:00:00,1.48,763.49
3,2023-09-04,19:00:00,1.48,763.49
3,2023-09-04,20:00:00,1.48,763.49
3,2023-09-04,21:00:00,1.48,763.49
3,2023-09-04,22:00:00,1.48,763.49
3,2023-09-04,23:00:00,1.48,763.49
3,2023-09-05,00:00:00,1.55,709.64
3,2023-09-05,01:00:00,1.55,709.64
3,2023-09-05,02:00:00,1.55,709.64
3,2023-09-05,03:00:00,1.55,709.64
3,2023-09-05,04:00:00,1.55,709.64
3,2023-09-05,05:00:00,1.55,709.64
3,2023-09-05,06:00:00,1.55,709.64
3,2023-09-05,07:00:00,1.55,709.64
3,2023-09-05,08:00:00,1.55,709.64
3,2023-09-05,09:00:00,1.55,709.64
3,2023-09-05,10:00:00,1.55,709.64
3,2023-09-05,11:00:00,1.55,709.64
3,2023-09-05,12:00:00,1.55,709.64
3,2023-09-05,13:00:00,1.55,709.64
3,2023-09-05,14:00:00,1.55,709.64
3,2023-09-05,15:00:00,1.55,709.64
3,2023-09-05,16:00:00,1.55,709.64
3,2023-09-05,17:00:00,1.55,709.64
3,2023-09-05,18:00:00,1.55,709.64
3,2023-09-05,19:00:00,1.55,709.64
3,2023-09-05,20:00:00,1.55,709.64
3,2023-09-05,21:00:00,1.55,709.64
3,2023-09-05,22:00:00,1.55,709.64
3,2023-09-05,23:00:00,1.55,709.64
3,2023-09-06,00:00:00,1.71,790.91
3,2023-09-06,01:00:00,1.71,790.91
3,2023-09-06,02:00:00,1.71,790.91
3,2023-09-06,03:00:00,1.71,790.91
3,2023-09-06,04:00:00,1.71,790.91
3,2023-09-06,05:00:00,1.71,790.91
3,2023-09-06,06:00:00,1.71,790.91
3,2023-09-06,07:00:00,1.71,790.91
3,2023-09-06,08:00:00,1.71,790.91
3,2023-09-06,09:00:00,1.71,790.91
3,2023-09-06,10:00:00,1.71,790.91
3,2023-09-06,11:00:00,1.71,790.91
3,2023-09-06,12:00:00,1.71,790.91
3,2023-09-06,13:00:00,1.71,790.91
3,2023-09-06,14:00:00,1.71,790.91
3,2023-09-06,15:00:00,1.71,790.91
3,2023-09-06,16:00:00,1.71,790.91
3,2023-09-06,17:00:00,1.71,790.91
3,2023-09-06,18:00:00,1.71,790.91
3,2023-09-06,19:00:00,1.71,790.91
3,2023-09-06,20:00:00,1.71,790.91
3,2023-09-06,21:00:00,1.71,790.91
3,2023-09-06,22:00:00,1.71,790.91
3,2023-09-06,23:00:00,1.71,790.91
3,2023-09-07,00:00:00,2.21,885.09
3,2023-09-07,01:00:00,2.21,885.09
3,2023-09-07,02:00:00,2.21,885.09
3,2023-09-07,03:00:00,2.21,885.09
3,2023-09-07,04:00:00,2.21,885.09
3,2023-09-07,05:00:00,2.21,885.09
3,2023-09-07,06:00:00,2.21,885.09
3,2023-09-07,07:00:00,2.21,885.09
3,2023-09-07,08:00:00,2.21,885.09
3,2023-09-07,09:00:00,2.21,885.09
3,2023-09-07,10:00:00,2.21,885.09
3,2023-09-07,11:00:00,2.21,885.09
3,2023-09-07,12:00:00,2.21,885.09
3,2023-09-07,13:00:00,2.21,885.09
3,2023-09-07,14:00:00,2.21,885.09
3,2023-09-07,15:00:00,2.21,885.09
3,2023-09-07,16:00:00,2.21,885.09
3,2023-09-07,17:00:00,2.21,885.09
3,2023-09-07,18:00:00,2.21,885.09
3,2023-09-07,19:00:00,2.21,885.09
3,2023-09-07,20:00:00,2.21,885.09
3,2023-09-07,21:00:00,2.21,885.09
3,2023-09-07,22:00:00,2.21,885.09
3,2023-09-07,23:00:00,2.21,885.09
3,2023-09-07,00:00:00,2.21,1196.61
3,2023-09-07,01:00:00,2.21,1196.61
3,2023-09-07,02:00:00,2.21,1196.61
3,2023-09-07,03:00:00,2.21,1196.61
3,2023-09-07,04:00:00,2.21,1196.61
3,2023-09-07,05:00:00,2.21,1196.61
3,2023-09-07,06:00:00,2.21,1196.61
3,2023-09-07,07:00:00,2.21,1196.61
3,2023-09-07,08:00:00,2.21,1196.61
3,2023-09-07,09:00:00,2.21,1196.61
3,2023-09-07,10:00:00,2.21,1196.61
3,2023-09-07,11:00:00,2.21,1196.61
3,2023-09-07,12:00:00,2.21,1196.61
3,2023-09-07,13:00:00,2.21,1196.61
3,2023-09-07,14:00:00,2.21,1196.61
3,2023-09-07,15:00:00,2.21,1196.61
3,2023-09-07,16:00:00,2.21,1196.61
3,2023-09-07,17:00:00,2.21,1196.61
3,2023-09-07,18:00:00,2.21,1196.61
3,2023-09-07,19:00:00,2.21,1196.61
3,2023-09-07,20:00:00,2.21,1196.61
3,2023-09-07,21:00:00,2.21,1196.61
3,2023-09-07,22:00:00,2.21,1196.61
3,2023-09-07,23:00:00,2.21,1196.61
3,2023-09-08,00:00:00,2.66,852.21
3,2023-09-08,01:00:00,2.66,852.21
3,2023-09-08,02:00:00,2.66,852.21
3,2023-09-08,03:00:00,2.66,852.21
3,2023-09-08,04:00:00,2.66,852.21
3,2023-09-08,05:00:00,2.66,852.21
3,2023-09-08,06:00:00,2.66,852.21
3,2023-09-08,07:00:00,2.66,852.21
3,2023-09-08,08:00:00,2.66,852.21
3,2023-09-08,09:00:00,2.66,852.21
3,2023-09-08,10:00:00,2.66,852.21
3,2023-09-08,11:00:00,2.66,852.21
3,2023-09-08,12:00:00,2.66,852.21
3,2023-09-08,13:00:00,2.66,852.21
3,2023-09-08,14:00:00,2.66,852.21
3,2023-09-08,15:00:00,2.66,852.21
3,2023-09-08,16:00:00,2.66,852.21
3,2023-09-08,17:00:00,2.66,852.21
3,2023-09-08,18:00:00,2.66,852.21
3,2023-09-08,19:00:00,2.66,852.21
3,2023-09-08,20:00:00,2.66,852.21
3,2023-09-08,21:00:00,2.66,852.21
3,2023-09-08,22:00:00,2.66,852.21
3,2023-09-08,23:00:00,2.66,852.21
3,2023-09-08,00:00:00,2.66,1180.53
3,2023-09-08,01:00:00,2.66,1180.53
3,2023-09-08,02:00:00,2.66,1180.53
3,2023-09-08,03:00:00,2.66,1180.53
3,2023-09-08,04:00:00,2.66,1180.53
3,2023-09-08,05:00:00,2.66,1180.53
3,2023-09-08,06:00:00,2.66,1180.53
3,2023-09-08,07:00:00,2.66,1180.53
3,2023-09-08,08:00:00,2.66,1180.53
3,2023-09-08,09:00:00,2.66,1180.53
3,2023-09-08,10:00:00,2.66,1180.53
3,2023-09-08,11:00:00,2.66,1180.53
3,2023-09-08,12:00:00,2.66,1180.53
3,2023-09-08,13:00:00,2.66,1180.53
3,2023-09-08,14:00:00,2.66,1180.53
3,2023-09-08,15:00:00,2.66,1180.53
3,2023-09-08,16:00:00,2.66,1180.53
3,2023-09-08,17:00:00,2.66,1180.53
3,2023-09-08,18:00:00,2.66,1180.53
3,2023-09-08,19:00:00,2.66,1180.53
3,2023-09-08,20:00:00,2.66,1180.53
3,2023-09-08,21:00:00,2.66,1180.53
3,2023-09-08,22:00:00,2.66,1180.53
3,2023-09-08,23:00:00,2.66,1180.53
3,2023-09-09,00:00:00,2.33,911.24
3,2023-09-09,01:00:00,2.33,911.24
3,2023-09-09,02:00:00,2.33,911.24
3,2023-09-09,03:00:00,2.33,911.24
3,2023-09-09,04:00:00,2.33,911.24
3,2023-09-09,05:00:00,2.33,911.24
3,2023-09-09,06:00:00,2.33,911.24
