챔버번호,돼지분류,돼지번호,수집날짜,수집시간,분당호흡횟수,직장온도(℃),피부온도(등),피부온도(목),피부온도(머리),돼지 체중(kg),,,,,,,,,
4,weaningpig,17,2023-08-08,00:00:00,64,37.3,35.3,34.7,34.8,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,01:00:00,66,37.7,34.7,33.6,33.2,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,02:00:00,69,38.8,35.4,32.7,34.1,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,03:00:00,72,38.7,34.5,34.2,34.2,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,04:00:00,71,38.1,32.7,34.2,34.8,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,05:00:00,72,38.8,35.8,35.5,35,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,06:00:00,72,37.5,33.9,34.6,33.9,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,07:00:00,72,38.2,34,35.5,33.7,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,08:00:00,72,37.2,32.6,33.7,34.2,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,09:00:00,72,37.5,35,34,35.2,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,10:00:00,72,38.9,35.5,32.7,34.3,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,11:00:00,72,37.3,32.9,33.5,34.1,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,12:00:00,72,38.4,35,34.8,34.9,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,13:00:00,69,37.7,34.6,33.1,34.2,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,14:00:00,71,38.4,34.8,32.6,34.2,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,15:00:00,72,38.7,33.4,32.5,34,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,16:00:00,69,38.9,33.3,34.5,33.9,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,17:00:00,68,37.2,34.1,33.3,34.7,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,18:00:00,69,37.6,35.5,34.4,35.3,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,19:00:00,69,38.5,35.8,33.7,34,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,20:00:00,70,37.4,33.6,35,35.4,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,21:00:00,72,37.3,34.7,34.9,35.1,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,22:00:00,72,37.2,34.9,34.3,35.3,13.6,,,,,,,,,
4,weaningpig,17,2023-08-08,23:00:00,71,37.3,35.6,34.6,33.3,13.6,,,,,,,,,
4,weaningpig,18,2023-08-08,00:00:00,69,37.4,33.1,34.5,33.2,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,01:00:00,71,38.2,35.5,34.7,35.3,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,02:00:00,70,38.8,34.4,33.7,35.5,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,03:00:00,68,38.1,33.9,33.4,34.4,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,04:00:00,69,38.9,35.7,35.2,34.6,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,05:00:00,67,38.4,35.3,34.6,34.7,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,06:00:00,69,38.6,34.7,32.8,33.1,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,07:00:00,71,38.7,33.1,33.6,34.6,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,08:00:00,69,37.4,32.9,32.3,33.4,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,09:00:00,72,37.5,35.1,34.9,35.5,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,10:00:00,72,38,34.2,33.3,34.7,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,11:00:00,72,38.6,34,34.5,35,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,12:00:00,72,37.7,35.2,33,34.6,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,13:00:00,72,37.1,35.1,33.1,34.3,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,14:00:00,72,38.9,33.7,33.6,35.4,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,15:00:00,69,37.3,34.3,33.3,35.3,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,16:00:00,68,38.7,34.8,32.9,33.8,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,17:00:00,65,38.9,34.4,32.1,33.5,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,18:00:00,66,37.1,34.4,32.6,35.3,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,19:00:00,66,38,32.7,32.7,34,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,20:00:00,66,37.1,35.1,35.5,34.3,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,21:00:00,66,37.9,34.6,35.8,34,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,22:00:00,64,38.8,34.1,33.4,33.6,20.3,,,,,,,,,
4,weaningpig,18,2023-08-08,23:00:00,67,37.4,32.5,34.5,33.2,20.3,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,10.54,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,19.18,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,19.62,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.2,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,16.78,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,12.35,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,10.45,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,17.92,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,20.36,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,14.92,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,13.62,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,19.83,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,13.21,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,10.46,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,13.5,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,20.35,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,14.47,,,,,,,,,
,,,,,,,,,,16.34,,,,,,,,,
,,,,,,,,,,16.34,,,,,,,,,
