챔버번호,돼지분류,돼지번호,수집날짜,수집시간,분당호흡횟수,직장온도(℃),피부온도(등),피부온도(목),피부온도(머리),돼지 체중(kg),,,,,,,,,
2,weaningpig,112,2023-08-04,06:00:00,64,37.6,35.8,34.5,34.6,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,07:00:00,65,37.5,33.4,32.4,34.4,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,08:00:00,68,37.1,35.7,34.9,33.2,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,09:00:00,68,37.9,32.6,34.8,34.5,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,10:00:00,71,38.3,33.5,32.7,33.3,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,11:00:00,69,38.4,35.2,33.8,35.4,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,12:00:00,71,38.4,33.9,32.9,34.9,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,13:00:00,72,37.3,33.4,34.9,34.8,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,14:00:00,72,38.2,35.2,32.3,33.2,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,15:00:00,70,38.9,34.4,34.7,33.1,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,16:00:00,67,38.4,33.6,35.7,33.5,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,17:00:00,69,38.7,33.8,32.1,33.1,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,18:00:00,68,38.4,33.7,35.7,34.6,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,19:00:00,67,37.6,35.8,35.2,34.6,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,20:00:00,69,37.7,34.9,35.5,34.4,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,21:00:00,68,38.6,35.8,32.5,35.2,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,22:00:00,68,38.5,32.9,32.6,33.7,17.57,,,,,,,,,
2,weaningpig,112,2023-08-04,23:00:00,67,37.6,32.9,34.3,34.4,17.57,,,,,,,,,
2,weaningpig,113,2023-08-04,00:00:00,67,37.3,32.7,34.9,34.4,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,01:00:00,65,37.2,34.1,34.1,33.9,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,02:00:00,68,37.9,34.9,32.8,35.3,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,03:00:00,71,37.4,33.9,34.3,34.8,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,04:00:00,72,38.8,34,32.5,33.5,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,05:00:00,72,37.2,33.8,34.7,35.3,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,06:00:00,72,37.3,35.2,34.3,35.2,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,07:00:00,72,37.5,33.7,33.9,33.7,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,08:00:00,72,37.8,33.4,34.3,34.3,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,09:00:00,72,38.5,33.2,33,33.6,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,10:00:00,70,38.9,32.5,34.8,33.5,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,11:00:00,67,37.1,34,33.7,35.1,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,12:00:00,69,37.6,33.1,32.7,35.5,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,13:00:00,66,37.1,32.8,34.1,35.4,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,14:00:00,66,38.2,33.4,34.6,35.3,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,15:00:00,67,38.2,33,32.4,35.5,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,16:00:00,70,38,34.9,34,35.3,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,17:00:00,71,38.7,33.8,34,33.7,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,18:00:00,72,38.5,34.7,32.9,34.2,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,19:00:00,70,38.1,33.1,34.6,34.9,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,20:00:00,72,38.8,34.2,32.2,34.8,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,21:00:00,71,37.4,34.3,33.8,34.3,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,22:00:00,69,37.3,35.5,33.8,33.3,18.3,,,,,,,,,
2,weaningpig,113,2023-08-04,23:00:00,66,38.1,34.8,35.4,35.3,18.3,,,,,,,,,
2,weaningpig,114,2023-08-04,00:00:00,68,38,33.5,34.5,34.1,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,01:00:00,66,38.6,33.2,32.3,33.8,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,02:00:00,65,37.2,33.5,32.9,33.8,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,03:00:00,64,37.9,33,32.1,34.9,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,04:00:00,61,37.4,34.3,34.4,35.5,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,05:00:00,64,37.7,33.1,34.8,34.4,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,06:00:00,64,37.4,35,35.7,35.3,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,07:00:00,62,37.4,33.5,33.4,34,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,08:00:00,63,37.3,34.6,32.6,34.8,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,09:00:00,62,38.7,32.9,35.5,33.3,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,10:00:00,63,37.8,33.8,33.5,35,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,11:00:00,60,38.7,33.3,33.5,33.5,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,12:00:00,63,38.2,32.8,34.5,34.6,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,13:00:00,61,37.4,32.9,35,33.1,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,14:00:00,62,37.8,34.5,34.3,34.4,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,15:00:00,59,38.5,34.6,35.2,33.9,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,16:00:00,60,37.9,33.1,34.4,34.4,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,17:00:00,57,38.2,34.5,32.7,34.5,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,18:00:00,58,38,35.1,32.4,33.6,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,19:00:00,55,38.9,35.1,33.3,33.7,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,20:00:00,57,37.4,35.2,34.4,34.2,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,21:00:00,56,38.4,32.5,34.3,33.1,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,22:00:00,59,37.2,34.2,35.5,35.3,17.75,,,,,,,,,
2,weaningpig,114,2023-08-04,23:00:00,57,38,35.2,35.5,34.6,17.75,,,,,,,,,
2,weaningpig,115,2023-08-04,00:00:00,57,37.3,32.8,35.4,33.6,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,01:00:00,56,38.3,35.4,35.3,34.4,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,02:00:00,59,37.2,33.5,34.2,34.7,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,03:00:00,61,38.5,35.2,34.3,34,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,04:00:00,64,37.4,34.9,32.4,34.3,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,05:00:00,67,38.2,32.5,33.5,34.1,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,06:00:00,64,37.7,32.6,34.4,33.6,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,07:00:00,67,38,34.8,33.1,34.3,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,08:00:00,67,38.3,34,33.2,33.6,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,09:00:00,70,37.1,33.3,33.1,33.6,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,10:00:00,72,38.4,33.4,35.4,34.2,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,11:00:00,72,38.5,35.1,33.5,33.8,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,12:00:00,72,38.9,34,33.4,33.7,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,13:00:00,71,38.8,33.7,35.4,34.6,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,14:00:00,68,38.3,33.6,32.5,33.3,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,15:00:00,68,38.4,35.8,34,33.9,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,16:00:00,65,38.8,35.8,34.4,35.3,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,17:00:00,68,38.7,34.2,34.1,34.9,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,18:00:00,71,38.8,33.8,33.9,35.1,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,19:00:00,72,38.1,33.3,34.8,34.1,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,20:00:00,72,37.6,34.8,35.3,33.3,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,21:00:00,71,37.5,34.1,35.1,33.6,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,22:00:00,71,37.3,34,33.2,34.1,16.01,,,,,,,,,
2,weaningpig,115,2023-08-04,23:00:00,69,38.1,34,34.2,34.6,16.01,,,,,,,,,
2,weaningpig,148,2023-08-04,00:00:00,58,37.3,35.2,34.3,35.2,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,01:00:00,59,37.5,33.7,33.9,33.7,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,02:00:00,60,37.8,33.4,34.3,34.3,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,03:00:00,61,38.5,33.2,33,33.6,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,04:00:00,64,38.9,32.5,34.8,33.5,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,05:00:00,65,37.1,34,33.7,35.1,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,06:00:00,66,37.6,33.1,32.7,35.5,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,07:00:00,67,37.1,32.8,34.1,35.4,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,08:00:00,67,38.2,33.4,34.6,35.3,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,09:00:00,68,38.2,33,32.4,35.5,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,10:00:00,69,38,34.9,34,35.3,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,11:00:00,70,38.7,33.8,34,33.7,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,12:00:00,70,38.5,34.7,32.9,34.2,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,13:00:00,68,38.1,33.1,34.6,34.9,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,14:00:00,68,38.8,34.2,32.2,34.8,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,15:00:00,68,37.4,34.3,33.8,34.3,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,16:00:00,66,37.3,35.5,33.8,33.3,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,17:00:00,68,38.1,34.8,35.4,35.3,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,18:00:00,69,38,33.5,34.5,34.1,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,19:00:00,68,38.6,33.2,32.3,33.8,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,20:00:00,67,37.2,33.5,32.9,33.8,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,21:00:00,66,37.9,33,32.1,34.9,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,22:00:00,65,37.4,34.3,34.4,35.5,17.22,,,,,,,,,
2,weaningpig,148,2023-08-04,23:00:00,67,37.7,33.1,34.8,34.4,17.22,,,,,,,,,
2,weaningpig,115,2023-08-05,00:00:00,54,37.6,35,32.1,34.1,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,01:00:00,55,37.7,35.9,33.1,34.1,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,02:00:00,56,37.4,33.8,35.2,33.7,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,03:00:00,58,37.7,35.2,32.7,35.2,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,04:00:00,55,38.3,33.9,34.4,35.2,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,05:00:00,56,38,34.9,35.1,34.4,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,06:00:00,57,37.3,35.1,33.9,33.3,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,07:00:00,60,37.7,33.2,33.1,35.2,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,08:00:00,61,38.9,35.7,34.2,34.8,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,09:00:00,64,38.3,35.1,34.1,33.6,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,10:00:00,62,38.5,35.6,33.4,34,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,11:00:00,62,38.2,33.6,33.9,35.4,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,12:00:00,59,38.6,32.9,33.3,33.7,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,13:00:00,62,38,34.4,34.1,34.6,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,14:00:00,59,37.9,33.9,33.3,33.9,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,15:00:00,62,38.8,34.5,35.1,33.5,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,16:00:00,65,37.9,35.2,35.2,33.4,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,17:00:00,68,37.5,35.1,33.3,33.5,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,18:00:00,68,37.4,34.6,34.5,33.5,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,19:00:00,67,37.3,33.7,35.2,34.9,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,20:00:00,64,37.1,33.9,34.4,34.9,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,21:00:00,61,38.9,35.3,35.1,33.2,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,22:00:00,63,37.7,32.5,34.8,34.5,13.22,,,,,,,,,
2,weaningpig,115,2023-08-05,23:00:00,65,38.9,35.4,32.6,33.1,13.22,,,,,,,,,
2,weaningpig,116,2023-08-05,00:00:00,62,37.1,32.6,33.5,33.7,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,01:00:00,64,38.3,33.4,32.4,35,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,02:00:00,66,38.8,34.7,34.6,34.1,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,03:00:00,63,37.8,35.4,33.5,34.4,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,04:00:00,62,38,35.5,34.2,33.2,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,05:00:00,61,38.4,33,34.7,33.7,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,06:00:00,58,38.1,32.7,34.8,33.5,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,07:00:00,55,37.7,34.1,33.8,34.7,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,08:00:00,54,38.3,35.6,34.3,33.5,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,09:00:00,54,38.9,35.3,33.7,33.3,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,10:00:00,54,37.1,33.5,32.1,34.1,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,11:00:00,54,38.3,35.8,32.8,34.4,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,12:00:00,57,38.7,32.5,34.8,33.1,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,13:00:00,59,37.6,35.6,35.4,34.5,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,14:00:00,56,38.2,32.6,35.1,34.3,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,15:00:00,55,37.8,33.8,34.6,34.9,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,16:00:00,54,38,35.5,35.4,34.3,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,17:00:00,56,38.1,35,35.3,34.2,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,18:00:00,59,38.3,33,32.9,34.9,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,19:00:00,61,37.6,33.6,33.4,34.6,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,20:00:00,59,37.7,35.1,35.1,35.3,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,21:00:00,59,38,34.2,35.6,33.5,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,22:00:00,57,38.6,34.8,32.2,33.2,20.5,,,,,,,,,
2,weaningpig,116,2023-08-05,23:00:00,56,38.6,34.1,34.2,33.8,20.5,,,,,,,,,
2,weaningpig,118,2023-08-05,00:00:00,57,37.7,32.5,32.7,35.3,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,01:00:00,59,37.2,34.1,34.2,34.8,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,02:00:00,59,37.8,34.2,35.1,34,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,03:00:00,62,37.2,33.1,35.1,33.4,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,04:00:00,59,37.1,34.3,32.5,34.7,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,05:00:00,57,37.1,34.8,33.8,33.4,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,06:00:00,58,37.1,35.9,34.5,35.1,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,07:00:00,57,38.7,33.6,32.3,34.3,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,08:00:00,60,37.5,35.9,32.6,33.3,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,09:00:00,58,37.2,35.1,35.2,34.6,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,10:00:00,60,38.7,33.2,34.6,34.9,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,11:00:00,63,38.6,34,34,34.2,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,12:00:00,62,38.7,35.6,34.4,33.9,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,13:00:00,60,37.8,35.9,32.9,34.6,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,14:00:00,60,38,35,35.8,33.5,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,15:00:00,63,38.8,32.6,32.5,33.3,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,16:00:00,62,38,35.7,34.2,33.3,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,17:00:00,62,37.6,34,35,33.2,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,18:00:00,64,37.4,33.4,32.3,33.8,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,19:00:00,63,38,35.3,34.5,34.6,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,20:00:00,62,38.9,33.1,33.7,35.3,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,21:00:00,62,38.6,33,34,33.7,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,22:00:00,63,38.1,33,34,34.9,19.46,,,,,,,,,
2,weaningpig,118,2023-08-05,23:00:00,66,37.5,34.2,33.8,33.6,19.46,,,,,,,,,
2,weaningpig,158,2023-08-05,00:00:00,58,38.9,35.3,33.7,33.3,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,01:00:00,60,37.1,33.5,32.1,34.1,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,02:00:00,60,38.3,35.8,32.8,34.4,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,03:00:00,62,38.7,32.5,34.8,33.1,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,04:00:00,63,37.6,35.6,35.4,34.5,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,05:00:00,62,38.2,32.6,35.1,34.3,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,06:00:00,61,37.8,33.8,34.6,34.9,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,07:00:00,59,38,35.5,35.4,34.3,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,08:00:00,60,38.1,35,35.3,34.2,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,09:00:00,58,38.3,33,32.9,34.9,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,10:00:00,59,37.6,33.6,33.4,34.6,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,11:00:00,62,37.7,35.1,35.1,35.3,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,12:00:00,61,38,34.2,35.6,33.5,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,13:00:00,61,38.6,34.8,32.2,33.2,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,14:00:00,62,38.6,34.1,34.2,33.8,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,15:00:00,63,37.7,32.5,32.7,35.3,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,16:00:00,62,37.2,34.1,34.2,34.8,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,17:00:00,62,37.8,34.2,35.1,34,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,18:00:00,64,37.2,33.1,35.1,33.4,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,19:00:00,63,37.1,34.3,32.5,34.7,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,20:00:00,62,37.1,34.8,33.8,33.4,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,21:00:00,62,37.1,35.9,34.5,35.1,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,22:00:00,63,38.7,33.6,32.3,34.3,18.81,,,,,,,,,
2,weaningpig,158,2023-08-05,23:00:00,66,37.5,35.9,32.6,33.3,18.81,,,,,,,,,
2,weaningpig,117,2023-08-06,00:00:00,58,38,33.1,35.8,33.5,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,01:00:00,58,38.8,35.7,33.4,34.6,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,02:00:00,58,37.3,32.8,34.1,35,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,03:00:00,55,38.3,33.4,35.6,34.1,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,04:00:00,55,37.3,35.9,32.8,35.4,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,05:00:00,54,37.6,32.6,35.7,34.7,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,06:00:00,57,38.1,33.5,32.2,34.8,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,07:00:00,54,37.5,34.4,35,35.5,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,08:00:00,56,37.6,33.8,35.6,33.8,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,09:00:00,55,38.9,35.4,33.6,35.2,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,10:00:00,54,38,35,33.7,34.8,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,11:00:00,54,37.7,35.5,35.7,34.3,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,12:00:00,54,37.3,33.1,34.9,35.1,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,13:00:00,57,37.3,35,34.7,33.2,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,14:00:00,60,37.7,33.7,32.3,35.5,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,15:00:00,60,37.2,35.8,33.5,33.1,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,16:00:00,63,37.3,33.4,32.7,33.3,14.08,,,,,,,,,
2,weaningpig,117,2023-08-06,17:00:00,61,37.8,35.9,32.2,33.3,14.08,,,,,,,,,
