chamber,pig_id,pig_class,sick,disease,feedstuff_kg,ts,resp_per_min,rectal_temp_c,skin_temp_back,skin_temp_neck,skin_temp_head,weight_kg
1,1,grown_pig,0,healthy,2.484,2023-09-13  00:00:00,49.674652631497764,37.47381250420635,32.942375819670566,31.973441957322947,35.36620341223159,86.49877498184424
1,1,grown_pig,0,healthy,2.412,2023-09-14  00:00:00,64.17086977697805,36.56706810537085,33.49492875718805,33.782745133272996,33.982267894948876,87.39877498184424
1,1,grown_pig,0,healthy,2.343,2023-09-15  00:00:00,69.48831802149493,37.04671076924056,33.147100225733226,32.374811678448744,34.03892816613196,88.29877498184425
1,1,grown_pig,0,healthy,2.515,2023-09-16  00:00:00,64.82216288758025,36.914224454400554,31.845336695353005,33.27541990666695,35.26587621567308,89.19877498184425
1,1,grown_pig,0,healthy,2.292,2023-09-17  00:00:00,65.68343875685058,37.73120955511295,32.15140674168756,33.47706142646091,33.77823615057886,90.09877498184426
1,1,grown_pig,0,healthy,2.474,2023-09-18  00:00:00,63.290114693591754,37.56739606815275,31.852013775984627,34.19596839984126,33.61974133117845,90.99877498184426
1,1,grown_pig,0,healthy,2.452,2023-09-19  00:00:00,64.34562360072063,38.83857130358973,30.955562292707373,34.25104529115318,34.69721027890942,91.89877498184427
1,1,grown_pig,0,healthy,2.359,2023-09-20  00:00:00,59.63513035637157,37.720198270032036,32.5887637296271,33.16623421999143,35.21304538501699,92.79877498184428
1,1,grown_pig,0,healthy,2.486,2023-09-21  00:00:00,52.46697698105113,36.374500397723025,31.608626005922428,32.96891869843304,35.61380003147987,93.69877498184428
1,1,grown_pig,0,healthy,2.374,2023-09-22  00:00:00,67.35115209688645,37.391425092992144,32.331244840817575,32.31664436356274,37.12109509438066,94.59877498184429
1,1,grown_pig,0,healthy,2.509,2023-09-23  00:00:00,75.76191166915714,37.0269795785269,32.44947804483661,32.6520112075442,37.61430681967418,95.49877498184429
1,1,grown_pig,0,healthy,2.41,2023-09-24  00:00:00,83.42711437381841,37.305021603752714,33.65375000360019,33.404804389414004,35.468607446883894,96.3987749818443
1,1,grown_pig,0,healthy,2.558,2023-09-25  00:00:00,70.75952502155606,37.86908769623729,33.16047337295755,32.889842888921066,37.29297554498282,97.2987749818443
1,1,grown_pig,0,healthy,2.451,2023-09-26  00:00:00,64.22479034668225,38.09560612963894,32.88666705598853,34.52834365032883,35.64129514003349,98.19877498184431
1,1,grown_pig,0,healthy,2.441,2023-09-27  00:00:00,63.706584413546075,38.02083500352539,32.570815655721326,34.36963342116087,35.14153194146474,99.09877498184431
1,1,grown_pig,0,healthy,2.498,2023-09-28  00:00:00,48.54232150742588,38.693135861330035,32.97249964707424,35.427146046319216,34.409533536173804,99.99877498184432
1,1,grown_pig,0,healthy,2.499,2023-09-29  00:00:00,47.882353345825265,38.311090834507226,32.64751979520907,33.62936524032735,35.44134122564593,100.89877498184433
1,1,grown_pig,0,healthy,2.459,2023-09-30  00:00:00,55.82875912167739,38.0419953053142,33.37669066623108,33.687090827051094,35.298713524883155,101.78079948220744
1,1,grown_pig,0,healthy,2.505,2023-10-01  00:00:00,58.668560197270615,38.6732701200595,33.44373878806558,34.170685745504635,35.01363235436862,102.64518349256329
1,1,grown_pig,0,healthy,2.541,2023-10-02  00:00:00,66.55423362591154,36.68664331073403,33.95434102255773,33.05797108319626,36.25023017948532,103.49227982271202
1,1,grown_pig,0,healthy,2.502,2023-10-03  00:00:00,61.32176030999049,37.53541187242402,34.295507475365795,32.74114498951527,36.22740652826997,104.32243422625778
1,1,grown_pig,1,cold,1.734,2023-10-04  00:00:00,54.88645567572941,38.578955580928735,33.547054377822064,32.5569627408404,36.16445939013873,104.81514124169223
1,1,grown_pig,0,healthy,1.984,2023-10-05  00:00:00,62.0467461181975,38.27112320808076,34.82443110426603,33.678528269582365,35.26010088546004,105.61883841685838
1,1,grown_pig,0,healthy,2.234,2023-10-06  00:00:00,63.73140477144235,37.90956652921194,35.00506772161761,32.71651022438518,34.55587636837946,106.40646164852122
1,1,grown_pig,0,healthy,2.437,2023-10-07  00:00:00,55.46071534628659,36.69199673748863,35.71310839955633,33.63473847657838,33.53416980025761,107.17833241555078
1,1,grown_pig,0,healthy,2.6,2023-10-08  00:00:00,58.962014575249626,36.68131794999634,34.20348462456595,34.40315497390754,35.04934337688613,107.93476576723977
1,1,grown_pig,0,healthy,2.513,2023-10-09  00:00:00,59.07116107472704,37.52592959160873,34.06366789213361,34.77658500332961,33.08094416186443,108.67607045189497
1,1,grown_pig,0,healthy,2.453,2023-10-10  00:00:00,64.88738789060757,37.80318635270285,34.258965840247185,33.6203376657518,32.9770761707382,109.40254904285707
1,1,grown_pig,0,healthy,2.439,2023-10-11  00:00:00,69.39729649041224,36.97648800994138,35.09017207974927,35.47031752221631,33.47393733182912,110.11449806199994
1,1,grown_pig,0,healthy,2.472,2023-10-12  00:00:00,73.62745505367653,38.12611391112919,35.14965143865131,33.40258208146269,35.62417815346575,110.81220810075995
1,1,grown_pig,0,healthy,2.54,2023-10-13  00:00:00,70.21587821439441,38.571504990902575,35.50723010473877,34.13593105359882,36.400948298891564,111.49596393874475
1,1,grown_pig,0,healthy,2.5,2023-10-14  00:00:00,68.7547351691478,39.056226853903034,34.81953485279804,32.9525852335741,36.68409080739141,112.16604465996986
1,1,grown_pig,0,healthy,2.499,2023-10-15  00:00:00,70.55707102552786,38.84741058203076,34.71214832242387,33.15476879051294,36.78171570365507,112.82272376677047
1,1,grown_pig,0,healthy,2.302,2023-10-16  00:00:00,69.28437793900865,39.124283475989884,36.42926423811489,33.42339233825923,35.4470518070416,113.46626929143505
1,1,grown_pig,0,healthy,2.41,2023-10-17  00:00:00,67.31383383018968,38.60062575572799,34.602451189698066,33.235332367543556,35.045859073872386,114.09694390560635
1,1,grown_pig,0,healthy,2.626,2023-10-18  00:00:00,69.41059273062946,38.453476772101034,34.31097817890973,32.83687610051027,34.132332372774876,114.71500502749423
1,1,grown_pig,0,healthy,2.419,2023-10-19  00:00:00,67.05763971616724,38.01544881748745,34.043639104535615,33.648419141084425,34.83203291848166,115.32070492694434
1,1,grown_pig,0,healthy,2.413,2023-10-20  00:00:00,75.45106757270854,38.09558787693064,31.94653001230303,33.3541076117335,34.048395164117316,115.91429082840546
1,1,grown_pig,0,healthy,2.422,2023-10-21  00:00:00,67.02375120802662,38.98712454449761,33.75695703087398,30.909375965271344,34.635431037851596,116.49600501183734
1,1,grown_pig,0,healthy,2.426,2023-10-22  00:00:00,68.15081328799869,37.69876140343254,33.68174891496,32.26968613568947,34.323563075074134,117.0660849116006
1,1,grown_pig,0,healthy,2.538,2023-10-23  00:00:00,68.60429677714264,38.399752382545955,35.214435011238095,32.34423575138302,35.06130190387389,117.62476321336858
1,1,grown_pig,0,healthy,2.394,2023-10-24  00:00:00,58.074944789342766,38.81819875920877,34.01693640443233,31.757405502248766,35.090631390904946,118.0
1,1,grown_pig,0,healthy,2.478,2023-10-25  00:00:00,63.10891739508254,38.45640166553446,33.86858249423117,35.05519521557833,34.55371715082639,118.0
1,1,grown_pig,0,healthy,2.549,2023-10-26  00:00:00,50.728468705089284,37.57366412529838,33.69741993587318,35.237160239423595,34.52940686373812,118.0
1,1,grown_pig,0,healthy,2.487,2023-10-27  00:00:00,55.217281981218775,38.84789538638673,33.71466266964542,35.3173663039601,33.456083169364355,118.0
1,1,grown_pig,0,healthy,2.456,2023-10-28  00:00:00,59.53161027045425,37.54627611713459,33.82207386445079,35.69917668184973,33.75809202116728,118.0
1,1,grown_pig,0,healthy,2.496,2023-10-29  00:00:00,65.26758246326821,37.29328453269453,31.963682085493936,34.997604254932114,35.15069381774376,118.0
1,1,grown_pig,0,healthy,2.384,2023-10-30  00:00:00,68.51578424114695,38.16779551226896,32.837066317310004,33.6175701873139,35.1569075511752,118.0
1,1,grown_pig,0,healthy,2.495,2023-10-31  00:00:00,70.95262613687332,38.18652801005268,34.90370861572004,34.12174700956555,34.156731206884096,118.0
1,1,grown_pig,0,healthy,2.557,2023-11-01  00:00:00,68.38212231541908,37.905331220063964,33.744197038468066,34.00940496847375,35.11619610031031,118.0
1,1,grown_pig,0,healthy,2.489,2023-11-02  00:00:00,72.91123981766981,39.063476725698,35.421009854756356,33.62054559528535,33.46162655793139,118.0
1,1,grown_pig,0,healthy,2.478,2023-11-03  00:00:00,59.75980564994899,37.62914500016777,36.355230048285506,33.376126226957325,34.150519272061516,118.0
1,1,grown_pig,0,healthy,2.43,2023-11-04  00:00:00,54.098467381226946,37.63938124871405,36.65001116165175,33.827321715240835,34.558547286045524,118.0
1,1,grown_pig,0,healthy,2.455,2023-11-05  00:00:00,59.743635484730866,37.724429827442336,35.404741870363765,33.42559773701716,33.176978374636285,118.0
1,1,grown_pig,0,healthy,2.622,2023-11-06  00:00:00,48.64609380087375,37.88627351353481,35.205228389920926,32.17972926790919,35.24921572838398,118.0
1,1,grown_pig,0,healthy,2.441,2023-11-07  00:00:00,53.95520804767507,38.68525451673366,35.13406560754947,32.72359294081055,36.387334924874985,118.0
1,1,grown_pig,0,healthy,2.39,2023-11-08  00:00:00,46.424568175624714,37.86304116741819,33.76660496859329,33.06725267479673,35.53754225906396,118.0
1,1,grown_pig,0,healthy,2.445,2023-11-09  00:00:00,59.19098530648513,37.29583185711856,32.61917842423072,32.21379453868318,35.600276274329794,118.0
1,1,grown_pig,0,healthy,2.44,2023-11-10  00:00:00,59.029307332951376,37.51456853325731,32.67999331562483,33.00979830099438,35.362301776407065,118.0
1,2,piglet,0,healthy,0.828,2023-08-03  00:00:00,68.63262895023986,38.5144017624865,32.7130661096437,34.18937540903561,34.21162306069624,22.941326783370897
1,2,piglet,0,healthy,0.825,2023-08-04  00:00:00,75.41053819054879,38.76550865638233,31.902765233901768,33.32850431572648,35.33931801760401,23.261326783370897
1,2,piglet,0,healthy,0.792,2023-08-05  00:00:00,73.85350337932992,38.4347766719899,32.89734275374982,32.58640823858556,32.805060921256484,23.581326783370898
1,2,piglet,0,healthy,0.905,2023-08-06  00:00:00,68.97921658408252,38.97428390672534,32.990211571279715,32.74753877624241,32.767014539406006,23.901326783370898
1,2,piglet,1,cold,0.593,2023-08-07  00:00:00,78.12732673194263,39.92509796661137,35.71833082215612,34.993158624311306,35.24951067142179,24.0747267833709
1,2,piglet,0,healthy,0.843,2023-08-08  00:00:00,70.74223829414258,40.348897157812125,32.98437252117681,34.93453224289187,34.07899517422796,24.3947267833709
1,2,piglet,0,healthy,0.974,2023-08-09  00:00:00,71.12280681165677,38.64605555275892,33.95853089324235,35.056359861154036,34.951880820908414,24.7147267833709
1,2,piglet,0,healthy,0.862,2023-08-10  00:00:00,62.46222297141026,38.320442686993765,34.91893097604293,35.23888811778567,34.50577522198211,25.0347267833709
1,2,piglet,0,healthy,0.932,2023-08-11  00:00:00,69.72327389247624,37.55595385938901,34.35354402701758,36.704337100362544,34.565506262039584,25.3547267833709
1,2,piglet,0,healthy,1.027,2023-08-12  00:00:00,52.85646300680047,37.106098548964766,32.817381861419804,34.87810651004104,33.325174104389795,25.6747267833709
1,2,piglet,0,healthy,1.007,2023-08-13  00:00:00,65.64479601581992,37.60602143326293,31.150403560311474,34.67784297569271,33.80744411305051,25.9947267833709
1,2,piglet,0,healthy,1.029,2023-08-14  00:00:00,68.94529521196648,38.206035292608426,32.903664408731714,35.847606094835406,33.17254005934833,26.3147267833709
1,2,piglet,0,healthy,1.06,2023-08-15  00:00:00,68.97475261267122,36.9479594810486,33.24827354455866,35.478070431995484,34.341526300424874,26.6347267833709
1,2,piglet,0,healthy,0.991,2023-08-16  00:00:00,67.5882513350292,37.63835258497307,34.56751617108268,33.491579235506755,33.39983110728192,26.9547267833709
1,2,piglet,0,healthy,1.049,2023-08-17  00:00:00,66.4164897105295,38.20811658414492,33.94584125483433,32.35161503554669,34.543825862286894,27.2747267833709
1,2,piglet,0,healthy,1.184,2023-08-18  00:00:00,52.66288257842689,38.170704730874526,33.73710864018864,32.42865076759442,34.66361658910398,27.594726783370902
1,2,piglet,0,healthy,1.235,2023-08-19  00:00:00,51.20424210932815,38.04079500540184,33.670529222974466,33.94354860867019,35.07130714352783,27.914726783370902
1,2,piglet,0,healthy,1.164,2023-08-20  00:00:00,54.368731633658,38.28881687272868,33.17230474215382,33.9926696963902,34.86216452604701,28.234726783370903
1,2,piglet,1,enteritis,0.622,2023-08-21  00:00:00,59.608764498597466,39.10154304740361,35.31657662863583,34.187482745831744,36.86429543903703,28.377526783370904
1,2,piglet,0,healthy,0.872,2023-08-22  00:00:00,76.54783803209727,38.75002178362095,35.715743315679134,33.44993846055297,36.53750104512972,28.697526783370904
1,2,piglet,0,healthy,1.122,2023-08-23  00:00:00,72.8232221107988,38.545379150590236,36.46096007194005,34.47208896356231,35.68148213615036,29.017526783370904
1,2,piglet,0,healthy,1.271,2023-08-24  00:00:00,67.02543999409826,39.52018180813846,36.157371555684875,35.81039560853287,34.53616914884434,29.337526783370905
1,2,piglet,0,healthy,1.22,2023-08-25  00:00:00,71.64304095054032,37.77210638476149,36.762522096855875,35.52918775798813,33.977580807678635,29.657526783370905
1,2,piglet,0,healthy,1.204,2023-08-26  00:00:00,61.6876279119164,37.997144551582764,35.47758399480752,35.3354459821434,33.047932564662844,29.977526783370905
1,2,piglet,0,healthy,1.369,2023-08-27  00:00:00,59.81731551246227,37.43705360848187,34.37827913808662,35.26173220485712,31.91311865183599,30.297526783370905
1,2,pig,0,healthy,1.368,2023-08-28  00:00:00,61.84050429208887,37.65472235486169,31.984460203209064,35.087346072689776,33.45753034571481,31.047526783370905
1,2,pig,0,healthy,1.452,2023-08-29  00:00:00,57.46384767239541,36.76457521208384,34.50778196501175,34.97838256316123,33.78625918931955,31.797526783370905
1,2,pig,0,healthy,1.418,2023-08-30  00:00:00,62.39484641465255,35.865517988521766,33.13693415516621,35.922500881283845,33.4865606935364,32.547526783370905
1,2,pig,0,healthy,1.469,2023-08-31  00:00:00,57.89965299867694,36.945803169366116,32.234634581212184,35.36419541554085,33.45630707870014,33.297526783370905
1,2,pig,0,healthy,1.561,2023-09-01  00:00:00,57.70337207243642,37.56766652760941,32.5177902977474,35.755546441455095,34.28036166589302,34.047526783370905
1,2,pig,0,healthy,1.637,2023-09-02  00:00:00,59.70953307095346,38.361521266948365,33.14579011204959,36.053684474428984,35.330287113991815,34.797526783370905
1,2,pig,0,healthy,1.576,2023-09-03  00:00:00,62.777348140648755,37.12217428413481,33.055195331235836,35.8658884149003,35.32197015318981,35.547526783370905
1,2,pig,0,healthy,1.667,2023-09-04  00:00:00,64.69121197388729,37.668051551179374,31.857071292502013,35.08174658353375,34.41399725250666,36.297526783370905
1,2,pig,0,healthy,1.774,2023-09-05  00:00:00,63.06296769727044,38.41518304193981,31.44737545526447,34.86099482829526,35.407914817794214,37.047526783370905
1,2,pig,0,healthy,1.785,2023-09-06  00:00:00,70.41506455309312,38.73884977035768,32.26540749741094,34.48418471607362,35.5207738043993,37.797526783370905
1,2,pig,0,healthy,1.824,2023-09-07  00:00:00,70.54239031989233,38.83309297985459,34.382005262282405,33.0453214851608,36.11068836516362,38.547526783370905
1,2,pig,0,healthy,1.875,2023-09-08  00:00:00,78.29423349839854,38.572915449619884,34.23222564923282,31.54427069804082,35.07574040319222,39.297526783370905
1,2,pig,0,healthy,1.768,2023-09-09  00:00:00,74.66884370618581,37.867756393031954,33.975412719524115,32.217328006629394,35.806293974161285,40.047526783370905
1,2,pig,0,healthy,1.764,2023-09-10  00:00:00,62.00876616234228,37.646979248581204,34.618176394236976,32.304261753434986,35.90969485217195,40.797526783370905
1,2,pig,0,healthy,1.889,2023-09-11  00:00:00,67.67092625669714,38.192712763928284,34.157337973522026,32.38451601348983,34.74379773342677,41.547526783370905
1,2,pig,0,healthy,1.854,2023-09-12  00:00:00,73.77334324982252,38.78081654631855,34.53980292101511,31.782236339337047,34.93745483799401,42.297526783370905
1,2,pig,0,healthy,1.738,2023-09-13  00:00:00,67.50448513019934,37.87383358550047,33.55751128716639,32.88762616319702,34.577029761014344,43.047526783370905
1,2,pig,1,enteritis,1.034,2023-09-14  00:00:00,64.61458583745325,37.99007387574892,36.19203311786871,33.22046266042766,34.28088821617514,43.4412767833709
1,2,pig,0,healthy,1.284,2023-09-15  00:00:00,59.22534444886598,38.08607109698697,36.0019186352536,35.10261631425598,33.22420351398066,44.1912767833709
1,2,pig,0,healthy,1.534,2023-09-16  00:00:00,57.507305194358196,37.19742545709,35.24228649539599,33.77664215197608,33.54567138247128,44.9412767833709
1,2,pig,0,healthy,1.784,2023-09-17  00:00:00,66.45008693181147,38.19875483269427,33.1495186656496,33.097023612198036,33.80043559508236,45.6912767833709
1,2,pig,0,healthy,1.779,2023-09-18  00:00:00,62.68368604530738,37.62073033822102,34.02282322195412,34.568790512464815,32.860772751921004,46.4412767833709
1,2,pig,1,cold,1.261,2023-09-19  00:00:00,73.77661328663015,39.28586577514297,33.454028853688655,34.04619287988416,34.020302950745844,46.9194017833709
1,2,pig,0,healthy,1.511,2023-09-20  00:00:00,67.01188463093992,38.26337657784279,34.15031416495847,32.584576036687444,32.949109793712736,47.6694017833709
1,2,pig,0,healthy,1.734,2023-09-21  00:00:00,76.60908001796177,38.0723079360744,33.97206177456397,31.403661958260763,35.41875078286378,48.4194017833709
1,2,pig,0,healthy,1.791,2023-09-22  00:00:00,72.35201341491646,38.164738553096456,35.175978426621576,32.950788082671615,35.13516463288648,49.1694017833709
1,2,pig,0,healthy,1.834,2023-09-23  00:00:00,76.38917877467321,38.64123592271585,34.30753793881358,32.53612811885074,33.857782323479285,49.9194017833709
1,2,pig,1,cough,1.373,2023-09-24  00:00:00,83.81395852804123,38.54540992368511,33.51836307894999,34.525014313598525,34.186439676970544,50.4256517833709
1,2,pig,0,healthy,1.623,2023-09-25  00:00:00,73.39121419485363,38.7067058631668,33.52108638686795,32.231664645075206,35.35463618057166,51.1756517833709
1,2,pig,0,healthy,1.873,2023-09-26  00:00:00,68.09729474622642,38.0451660693416,31.601267676501358,33.76073447856345,32.495003379761044,51.9256517833709
1,2,pig,0,healthy,1.848,2023-09-27  00:00:00,56.87632763275136,39.22697975867253,31.345405447004264,32.589104374162595,32.80915955892346,52.6756517833709
1,2,pig,0,healthy,1.902,2023-09-28  00:00:00,53.30885037280191,38.10938499671634,33.238640559258265,33.56702285444613,33.99502964490473,53.4256517833709
1,2,pig,0,healthy,1.876,2023-09-29  00:00:00,58.55684380864512,38.050098299255296,35.195994520340925,33.8065243415534,33.94648167152956,54.1756517833709
1,2,pig,0,healthy,1.927,2023-09-30  00:00:00,62.78125050844093,36.780583575834406,35.056573053734326,34.06544965638037,33.59220031746963,54.9256517833709
1,2,pig,0,healthy,2.013,2023-10-01  00:00:00,67.06494085054722,36.10663889890301,34.72051844219785,33.685747667889515,36.62474395409336,55.6756517833709
1,2,pig,0,healthy,1.989,2023-10-02  00:00:00,66.22848899106455,36.8004152917864,33.901013646716024,35.652668130767765,36.974772013811105,56.4256517833709
1,2,pig,0,healthy,2.045,2023-10-03  00:00:00,71.4212206435111,37.33515722110415,33.20709498686682,34.47488822309209,36.04863340781882,57.1756517833709
1,2,pig,0,healthy,2.049,2023-10-04  00:00:00,65.65797475510972,37.83512954815188,33.93308784709963,33.88843648439343,35.068138644887085,57.9256517833709
1,2,pig,0,healthy,2.17,2023-10-05  00:00:00,56.29724031193622,37.88427153873128,34.38358848178642,34.0444470649693,34.842742310631266,58.6756517833709
1,2,pig,0,healthy,2.093,2023-10-06  00:00:00,53.285747693455754,36.82802482192407,33.13899269711358,33.9812128142101,33.167532855621154,59.4256517833709
1,2,pig,0,healthy,2.189,2023-10-07  00:00:00,61.7002410173401,35.646622468135156,33.38231431183357,34.65542133262082,35.094768030739004,60.1756517833709
1,2,grown_pig,0,healthy,2.21,2023-10-08  00:00:00,61.39168674123707,36.597181908653056,32.85233405830503,34.466400594724846,35.53239219567524,61.0756517833709
1,2,grown_pig,1,fever,1.265,2023-10-09  00:00:00,67.95159354138077,38.66261224536864,35.34854119559428,34.292799209183784,37.43155196394459,61.4604017833709
1,2,grown_pig,0,healthy,1.515,2023-10-10  00:00:00,73.3861682805557,38.76798349373886,34.183614910279836,32.79558037217723,35.49161700933153,62.3604017833709
1,2,grown_pig,0,healthy,1.765,2023-10-11  00:00:00,65.63229553690465,38.247104654079486,34.61922445943526,31.55488435013307,35.347498967056964,63.260401783370895
1,2,grown_pig,0,healthy,2.015,2023-10-12  00:00:00,69.68809676197355,37.77521015180385,34.82434785867207,33.05218974420017,36.769444665560904,64.1604017833709
1,2,grown_pig,0,healthy,2.265,2023-10-13  00:00:00,70.56852441382733,38.64235097665802,36.29370947064539,30.891313866256652,36.611653108028214,65.0604017833709
1,2,grown_pig,0,healthy,2.49,2023-10-14  00:00:00,62.25491504968218,38.40813350836522,36.63262599993749,32.272851653386475,37.0005643620521,65.96040178337091
1,2,grown_pig,0,healthy,2.367,2023-10-15  00:00:00,66.08036033274449,36.93988054241021,35.723400002231216,31.655614350032923,36.47178715110421,66.86040178337092
